barcode	trs_raw	trs_cap_01	trs_cap_1	trs_cap_5	celltype
BMM_R2_7737	0.60647179621873	1.32723632087039	1.81958968265265	2.53836247662005	15_CLP.2
BMM_R2_9344	1.34543765117812	2.94442994586697	4.03669961900945	5.63127332495218	17_B
BMM_R2_9345	0.414388671205482	0.906871018257172	1.2432851048224	1.73440654665675	15_CLP.2
BMM_R2_9346	0.477495314309131	1.04497707584729	1.43262317035848	1.99853677641929	05_CMP.LMPP
BMM_R2_6384	0.0192151251407322	0.0420514394170635	0.0576508976591317	0.0804241070151959	09_pDC
BMM_R2_7960	0.521683194869492	1.1416802702706	1.56519951119943	2.18348331249091	08_GMP.Neut
BMM_R2_9347	1.25608948775102	2.74889549819291	3.76862945094958	5.25731030340305	02_Early.Eryth
BMM_R2_9348	0.0667608783652469	0.146103187538187	0.200301821511943	0.279424879450486	26_Unk
BMM_R2_9349	0.729013749581169	1.59541388880857	2.18725076008546	3.05125672523364	15_CLP.2
BMM_R2_9350	0.652146893022381	1.42719422132849	1.95662809963471	2.72953369441657	15_CLP.2
BMM_R2_9351	0.346519591785218	0.75834258242184	1.03965836165939	1.45034333778658	25_NK
BMM_R2_9352	0.461356092367139	1.00965711260159	1.38420086627973	1.93098673429891	04_Early.Baso
BMM_R2_9353	1.48023258459758	3.23942261101487	4.4411231579986	5.66983846226515	06_CLP.1
BMM_R2_7729	1.12703368506314	2.46646266320472	3.38142495352456	4.71715260938418	02_Early.Eryth
BMM_R2_9354	0.393830013839552	0.861879318833526	1.1816032243698	1.64835914139778	13_Unk
BMM_R2_9355	0.807228440002654	1.76658323023593	2.42191730947843	3.37862105861931	05_CMP.LMPP
BMM_R2_9356	0.246240065103776	0.538885336625533	0.738790962270818	1.03062755003116	24_CD8.CM
BMM_R2_9357	1.32714890259491	2.90440583999056	3.98182811725432	5.55472652848543	05_CMP.LMPP
BMM_R2_9358	1.79287265865009	3.92362138864847	5.37913322982153	5.66983846226515	17_B
